,subj,chunk,early,late,axis
0,0110171_neurosketch,0,0.40000000000000002,0.38095238095238093,bed_bench
1,0110172_neurosketch,0,0.59999999999999998,0.5714285714285714,bed_chair
2,0111171_neurosketch,0,0.55000000000000004,0.38095238095238093,bed_table
3,0112171_neurosketch,0,0.14999999999999999,0.047619047619047616,bench_chair
4,0112172_neurosketch,0,0.25,0.38095238095238093,bench_table
5,0112173_neurosketch,0,0.29999999999999999,0.14285714285714285,chair_table
6,0113171_neurosketch,0,0.69999999999999996,0.47619047619047616,bed_chair
7,0115172_neurosketch,0,0.29999999999999999,0.23809523809523808,bed_table
8,0115174_neurosketch,0,0.40000000000000002,0.47619047619047616,bench_chair
9,0117171_neurosketch,0,0.10000000000000001,0.0,bench_table
10,0118171_neurosketch,0,0.25,0.0,chair_table
11,0118172_neurosketch,0,0.29999999999999999,0.2857142857142857,chair_table
12,0119171_neurosketch,0,0.29999999999999999,0.38095238095238093,bed_bench
13,0119172_neurosketch,0,0.45000000000000001,0.52380952380952384,bed_chair
14,0119173_neurosketch,0,0.29999999999999999,0.2857142857142857,bed_table
15,0119174_neurosketch,0,0.29999999999999999,0.14285714285714285,bench_chair
16,0120171_neurosketch,0,0.34999999999999998,0.33333333333333331,bench_table
17,0120172_neurosketch,0,0.5,0.2857142857142857,chair_table
18,0120173_neurosketch,0,0.20000000000000001,0.52380952380952384,bed_bench
19,0123171_neurosketch,0,0.45000000000000001,0.42857142857142855,bed_table
20,0123172_neurosketch,0,0.20000000000000001,0.095238095238095233,bench_chair
21,0123173_neurosketch,0,0.29999999999999999,0.23809523809523808,bench_table
22,0124171_neurosketch,0,0.14999999999999999,0.19047619047619047,chair_table
23,0125171_neurosketch,0,0.10000000000000001,0.095238095238095233,bench_chair
24,0125172_neurosketch,0,0.5,0.66666666666666663,bed_chair
25,1121161_neurosketch,0,0.34999999999999998,0.38095238095238093,bed_table
